FixationStartTime,FixationDuration
3.867788,0.1869128
6.494461,0.220345
24.13363,0.1883278
37.29163,0.1098938
39.94184,0.148098
44.24575,0.2242661
48.57933,0.2606773
59.0472,0.1090431
59.62989,0.1092224
61.24685,0.1492043
