AverageLeftPupilDiameter,RightPupilDiameter
0,0
4.288089,4.289429
4.415332,4.408325
4.586763,4.794037
5.001224,4.597137
4.167855,4.630814
4.545383,4.604477
4.610014,5.248245
3.415541,-1
4.396858,5.126816
4.097775,5.176559
5.288479,5.458984
2.815188,5.276382
1.939366,5.222443
4.970564,4.741409
