FixationStartTime,FixationDuration
7.333101,0.1296659
16.51753,0.1627598
18.20412,0.1942711
19.01599,0.1302032
21.85606,0.1270981
23.31028,0.1608009
50.71073,0.1275597
50.99966,0.161171
