FixationStartTime,FixationDuration
0.3696831,0.1950445
6.286923,0.1289148
27.89867,0.1591206
28.21959,0.1280308
39.47756,0.1266403
43.65335,0.1600609
64.35253,0.163353
65.98884,0.1003113
