AverageLeftPupilDiameter,RightPupilDiameter
0,0
4.715028,3.776215
3.593881,4.128601
3.773027,3.930573
4.360147,5.006668
4.042491,4.98909
4.068432,5.193054
4.239974,4.829498
3.755507,4.696365
3.840902,5.137772
4.166468,3.785126
4.299401,4.654831
4.19297,4.056625
3.860341,4.327042
