LeftGazeOrigin, LefGazeDirection, RightGazeOrigin, RightGazeDirection, CombinedGazeOrigin, CombinedGazeDirection
(33.53, 1.78, -43.05),(0.05, 0.03, 1.00), (-30.75, 0.54, -41.03), (0.04, 0.02, 1.00), (33.53, 1.78, -43.05), (0.05, 0.03, 1.00)
(33.70, 1.78, -43.00),(0.08, 0.04, 1.00), (-30.54, 0.26, -40.12), (0.08, 0.03, 1.00), (33.70, 1.78, -43.00), (0.08, 0.04, 1.00)
(33.97, 1.11, -41.31),(0.14, 0.04, 0.99), (-30.20, -0.30, -38.86), (0.14, 0.04, 0.99), (33.94, 1.11, -41.31), (0.14, 0.04, 0.99)
(34.10, 1.11, -41.43),(0.13, 0.05, 0.99), (-30.08, 0.14, -40.01), (0.15, 0.01, 0.99), (33.68, 1.10, -41.42), (0.13, 0.05, 0.99)
(34.12, 1.15, -41.60),(0.13, 0.05, 0.99), (-30.05, 0.05, -39.73), (0.15, 0.01, 0.99), (27.37, 1.03, -41.41), (0.14, 0.04, 0.99)
(34.10, 1.24, -41.76),(0.14, 0.04, 0.99), (-30.08, -0.11, -39.21), (0.14, 0.01, 0.99), (33.82, 1.23, -41.75), (0.14, 0.04, 0.99)
(34.12, 1.34, -41.93),(0.14, 0.03, 0.99), (-30.08, 0.07, -39.61), (0.16, 0.01, 0.99), (21.02, 1.08, -41.46), (0.15, 0.03, 0.99)
(34.06, 1.55, -42.17),(0.15, 0.02, 0.99), (-30.13, 0.42, -40.38), (0.17, -0.01, 0.99), (33.16, 1.53, -42.15), (0.15, 0.02, 0.99)
(33.97, 1.63, -42.23),(0.15, 0.02, 0.99), (-30.23, 0.19, -39.78), (0.20, 0.00, 0.98), (33.84, 1.63, -42.23), (0.15, 0.02, 0.99)
(33.87, 1.79, -42.04),(0.18, 0.03, 0.98), (-30.32, 0.59, -40.59), (0.21, 0.00, 0.98), (33.87, 1.79, -42.04), (0.18, 0.03, 0.98)
(32.76, 2.66, -43.16),(0.06, 0.03, 1.00), (-31.80, 1.50, -42.71), (0.04, -0.03, 1.00), (32.76, 2.66, -43.16), (0.06, 0.03, 1.00)
(32.65, 0.68, -42.15),(0.00, 0.00, 0.00), (-32.49, -0.19, -40.49), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(32.65, 0.68, -42.15),(0.00, 0.00, 0.00), (-32.49, -0.19, -40.49), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(32.65, 0.68, -42.15),(0.00, 0.00, 0.00), (-32.49, -0.19, -40.49), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(30.52, 1.83, -42.27),(0.00, 0.00, 0.00), (-32.49, -0.19, -40.49), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(30.63, 1.40, -42.35),(0.00, 0.00, 0.00), (-33.56, -0.16, -40.89), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(31.07, 1.36, -42.26),(0.00, 0.00, 0.00), (-33.17, -0.03, -40.70), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(32.19, 1.33, -41.52),(-0.23, -0.16, 0.96), (-32.09, 0.33, -40.35), (0.00, 0.00, 0.00), (32.19, 1.33, -41.52), (-0.23, -0.16, 0.96)
(32.80, 1.73, -42.92),(-0.14, -0.14, 0.98), (-31.41, -0.09, -39.13), (0.00, 0.00, 0.00), (32.80, 1.73, -42.92), (-0.14, -0.14, 0.98)
(33.09, 1.83, -42.72),(-0.06, -0.15, 0.99), (-31.11, 0.14, -39.57), (-0.05, -0.17, 0.98), (-17.46, 0.50, -40.24), (-0.05, -0.16, 0.99)
(33.48, 1.65, -42.56),(-0.03, -0.15, 0.99), (-30.68, -0.07, -39.49), (0.03, -0.16, 0.99), (21.52, 1.33, -41.99), (-0.02, -0.16, 0.99)
(32.34, 1.40, -42.40),(-0.16, -0.18, 0.97), (-31.68, -0.23, -39.98), (-0.11, -0.19, 0.97), (16.17, 0.99, -41.79), (-0.15, -0.19, 0.97)
(32.04, 1.53, -42.40),(-0.19, -0.18, 0.97), (-32.08, -0.04, -40.01), (-0.15, -0.19, 0.97), (32.01, 1.53, -42.40), (-0.19, -0.18, 0.97)
(32.42, 1.55, -42.44),(-0.14, -0.18, 0.97), (-31.74, -0.02, -39.95), (-0.10, -0.19, 0.98), (17.53, 1.19, -41.87), (-0.13, -0.19, 0.97)
(32.73, 1.56, -42.39),(-0.09, -0.17, 0.98), (-31.45, -0.14, -39.64), (-0.04, -0.17, 0.98), (-1.09, 0.66, -40.94), (-0.06, -0.17, 0.98)
(33.03, 1.72, -42.52),(-0.06, -0.14, 0.99), (-31.15, 0.12, -39.98), (0.01, -0.16, 0.99), (-10.95, 0.63, -40.78), (-0.01, -0.16, 0.99)
(32.67, 1.65, -42.42),(-0.08, -0.14, 0.99), (-31.42, -0.16, -39.57), (-0.03, -0.17, 0.99), (20.13, 1.29, -41.87), (-0.07, -0.14, 0.99)
(31.40, 1.70, -42.53),(-0.26, -0.16, 0.95), (-32.55, -0.04, -40.09), (-0.23, -0.17, 0.96), (29.88, 1.66, -42.47), (-0.26, -0.16, 0.95)
(31.80, 1.68, -42.45),(-0.22, -0.14, 0.97), (-32.30, -0.04, -40.02), (-0.18, -0.16, 0.97), (24.31, 1.48, -42.17), (-0.21, -0.14, 0.97)
(32.14, 1.59, -42.36),(-0.19, -0.14, 0.97), (-32.01, -0.06, -39.95), (-0.14, -0.15, 0.98), (-13.42, 0.42, -40.65), (-0.15, -0.14, 0.98)
(32.37, 1.69, -42.34),(-0.15, -0.13, 0.98), (-31.79, 0.05, -39.90), (-0.11, -0.15, 0.98), (-13.74, 0.51, -40.59), (-0.12, -0.14, 0.98)
(32.71, 2.53, -44.14),(-0.13, -0.15, 0.98), (-31.69, 0.21, -39.86), (-0.03, -0.23, 0.97), (-31.69, 0.21, -39.86), (-0.03, -0.23, 0.97)
(32.80, 3.02, -45.07),(0.00, 0.00, 0.00), (-31.69, 0.21, -39.86), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(32.80, 3.02, -45.07),(0.00, 0.00, 0.00), (-31.69, 0.21, -39.86), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(32.80, 3.02, -45.07),(0.00, 0.00, 0.00), (-31.69, 0.21, -39.86), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(32.80, 3.02, -45.07),(0.00, 0.00, 0.00), (-31.69, 0.21, -39.86), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(32.80, 3.02, -45.07),(0.00, 0.00, 0.00), (-31.69, 0.21, -39.86), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(32.26, 2.55, -43.54),(0.00, 0.00, 0.00), (-32.26, 0.38, -39.85), (-0.12, -0.24, 0.96), (-32.26, 0.38, -39.85), (-0.12, -0.24, 0.96)
(32.35, 1.98, -42.14),(0.00, 0.00, 0.00), (-32.12, 0.26, -39.89), (-0.10, -0.12, 0.99), (-32.12, 0.26, -39.89), (-0.10, -0.12, 0.99)
(32.41, 1.99, -42.24),(-0.13, -0.08, 0.99), (-32.01, 0.20, -39.76), (-0.10, -0.10, 0.99), (-32.01, 0.20, -39.76), (-0.10, -0.10, 0.99)
(32.45, 2.18, -42.90),(-0.12, -0.09, 0.99), (-31.96, 0.11, -39.59), (-0.07, -0.10, 0.99), (-31.93, 0.11, -39.59), (-0.07, -0.10, 0.99)
(32.50, 2.26, -42.91),(-0.11, -0.09, 0.99), (-31.91, 0.30, -40.11), (-0.06, -0.10, 0.99), (-0.65, 1.25, -41.47), (-0.09, -0.10, 0.99)
(32.52, 2.23, -42.72),(-0.10, -0.08, 0.99), (-31.87, 0.34, -40.05), (-0.05, -0.09, 0.99), (31.51, 2.21, -42.67), (-0.10, -0.08, 0.99)
(32.52, 2.19, -42.45),(-0.09, -0.08, 0.99), (-31.84, 0.20, -39.54), (-0.04, -0.07, 1.00), (29.88, 2.11, -42.33), (-0.09, -0.08, 0.99)
(32.56, 2.27, -42.52),(-0.07, -0.05, 1.00), (-31.77, 0.37, -39.83), (-0.03, -0.07, 1.00), (15.33, 1.76, -41.80), (-0.06, -0.06, 1.00)
(31.65, 2.29, -42.37),(-0.17, -0.04, 0.98), (-32.54, 0.36, -39.90), (-0.15, -0.06, 0.99), (16.97, 1.85, -41.80), (-0.17, -0.04, 0.98)
(30.71, 2.40, -42.80),(-0.29, -0.01, 0.96), (-33.36, 0.38, -40.14), (-0.27, -0.04, 0.96), (-22.65, 0.71, -40.58), (-0.27, -0.03, 0.96)
(30.96, 2.39, -42.74),(-0.27, -0.02, 0.96), (-33.24, 0.43, -40.08), (-0.24, -0.05, 0.97), (-32.65, 0.45, -40.10), (-0.24, -0.05, 0.97)
(31.24, 2.39, -42.67),(-0.23, 0.00, 0.97), (-33.00, 0.40, -40.00), (-0.20, -0.04, 0.98), (-14.81, 0.96, -40.76), (-0.21, -0.03, 0.98)
(31.61, 1.88, -41.03),(-0.21, 0.00, 0.98), (-32.65, 0.44, -39.93), (-0.17, -0.02, 0.99), (-32.65, 0.44, -39.93), (-0.17, -0.02, 0.99)
(31.94, 2.03, -41.28),(-0.16, 0.00, 0.99), (-32.32, 0.24, -39.04), (-0.12, -0.03, 0.99), (-32.32, 0.24, -39.04), (-0.12, -0.03, 0.99)
(32.24, 2.40, -42.19),(-0.12, -0.02, 0.99), (-32.02, 0.36, -39.24), (-0.08, -0.03, 1.00), (-29.77, 0.44, -39.34), (-0.08, -0.03, 1.00)
(32.52, 2.53, -42.38),(-0.08, -0.01, 1.00), (-31.76, 0.74, -40.19), (-0.03, -0.02, 1.00), (24.86, 2.32, -42.12), (-0.08, -0.01, 1.00)
(32.68, 2.64, -42.66),(-0.06, 0.00, 1.00), (-31.60, 0.74, -40.18), (-0.01, -0.02, 1.00), (32.40, 2.63, -42.65), (-0.06, 0.00, 1.00)
(32.82, 2.66, -42.66),(-0.05, -0.01, 1.00), (-31.46, 0.83, -40.33), (0.00, -0.03, 1.00), (32.33, 2.65, -42.64), (-0.05, -0.01, 1.00)
(32.55, 2.56, -42.57),(-0.06, -0.02, 1.00), (-31.70, 0.38, -39.45), (-0.02, -0.06, 1.00), (32.38, 2.55, -42.56), (-0.06, -0.02, 1.00)
(31.49, 2.34, -42.42),(-0.23, -0.04, 0.97), (-32.60, 0.38, -40.13), (-0.19, -0.07, 0.98), (-18.41, 0.82, -40.64), (-0.20, -0.07, 0.98)
(31.56, 2.31, -42.37),(-0.22, -0.03, 0.97), (-32.61, 0.38, -40.11), (-0.16, -0.07, 0.98), (-25.49, 0.60, -40.36), (-0.17, -0.07, 0.98)
(31.63, 2.32, -42.30),(-0.22, -0.04, 0.98), (-32.60, 0.38, -40.11), (-0.17, -0.07, 0.98), (-16.27, 0.87, -40.67), (-0.18, -0.06, 0.98)
(31.68, 2.16, -41.78),(-0.21, -0.04, 0.98), (-32.58, 0.39, -40.09), (-0.16, -0.06, 0.99), (-32.48, 0.40, -40.09), (-0.16, -0.06, 0.99)
(31.67, 2.18, -41.66),(-0.22, -0.03, 0.98), (-32.59, 0.45, -40.06), (-0.14, -0.06, 0.99), (-32.59, 0.45, -40.06), (-0.14, -0.06, 0.99)
(31.64, 2.13, -41.40),(-0.21, -0.02, 0.98), (-32.62, 0.50, -40.06), (-0.15, -0.04, 0.99), (-32.43, 0.50, -40.07), (-0.15, -0.04, 0.99)
(31.60, 2.17, -41.52),(-0.21, -0.02, 0.98), (-32.67, 0.53, -40.06), (-0.15, -0.05, 0.99), (-31.19, 0.57, -40.10), (-0.15, -0.05, 0.99)
(31.59, 2.15, -41.46),(-0.21, -0.02, 0.98), (-32.69, 0.53, -40.06), (-0.15, -0.04, 0.99), (-28.54, 0.63, -40.15), (-0.15, -0.04, 0.99)
(31.96, 2.65, -42.56),(-0.15, -0.02, 0.99), (-32.53, 0.60, -39.99), (-0.13, -0.02, 0.99), (-32.37, 0.61, -40.00), (-0.13, -0.02, 0.99)
(32.57, 3.94, -45.15),(0.00, 0.00, 0.00), (-32.08, 1.63, -41.52), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(32.99, 3.66, -44.16),(-0.01, 0.00, 1.00), (-31.46, 1.86, -42.18), (0.02, 0.00, 1.00), (-31.46, 1.86, -42.18), (0.02, 0.00, 1.00)
(33.33, 3.16, -43.03),(0.03, 0.02, 1.00), (-30.97, 1.53, -41.43), (0.08, -0.03, 1.00), (-30.26, 1.54, -41.45), (0.08, -0.03, 1.00)
(33.27, 3.11, -42.95),(0.02, 0.01, 1.00), (-31.03, 1.32, -40.95), (0.08, -0.02, 1.00), (-30.06, 1.35, -40.98), (0.07, -0.02, 1.00)
(33.23, 3.16, -43.17),(0.02, 0.01, 1.00), (-31.07, 1.42, -41.23), (0.05, -0.02, 1.00), (-9.95, 1.99, -41.87), (0.04, -0.01, 1.00)
(33.19, 2.84, -42.33),(0.01, -0.01, 1.00), (-31.13, 1.34, -41.02), (0.06, -0.03, 1.00), (0.22, 2.07, -41.65), (0.03, -0.02, 1.00)
(33.15, 2.97, -42.70),(0.00, -0.01, 1.00), (-31.19, 1.36, -41.02), (0.05, -0.02, 1.00), (-22.79, 1.57, -41.24), (0.04, -0.02, 1.00)
(33.05, 2.80, -42.22),(0.00, -0.01, 1.00), (-31.26, 1.30, -40.79), (0.04, -0.02, 1.00), (-30.17, 1.33, -40.82), (0.04, -0.02, 1.00)
(32.97, 2.92, -42.57),(-0.02, -0.01, 1.00), (-31.34, 1.41, -41.08), (0.03, -0.02, 1.00), (-30.34, 1.43, -41.10), (0.03, -0.02, 1.00)
(32.88, 2.83, -42.31),(-0.03, -0.01, 1.00), (-31.43, 1.27, -40.78), (0.02, -0.02, 1.00), (-24.11, 1.45, -40.96), (0.02, -0.02, 1.00)
(32.76, 2.71, -42.01),(-0.04, -0.01, 1.00), (-31.52, 1.14, -40.31), (0.00, -0.04, 1.00), (6.20, 2.06, -41.31), (-0.02, -0.02, 1.00)
(32.66, 2.78, -42.28),(-0.05, -0.01, 1.00), (-31.64, 1.29, -40.66), (-0.01, -0.05, 1.00), (32.21, 2.77, -42.27), (-0.05, -0.01, 1.00)
(32.69, 2.99, -42.91),(-0.08, 0.00, 1.00), (-31.71, 1.22, -40.39), (-0.03, -0.03, 1.00), (25.14, 2.78, -42.61), (-0.07, -0.01, 1.00)
(33.44, 18.78, -93.88),(0.00, 0.00, 0.00), (-31.31, 2.04, -42.07), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(33.44, 18.78, -93.88),(0.00, 0.00, 0.00), (-31.31, 2.04, -42.07), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(34.95, 2.94, -42.81),(0.00, 0.00, 0.00), (-29.21, 1.35, -40.87), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(34.64, 2.69, -42.79),(0.00, 0.00, 0.00), (-29.49, 1.04, -40.85), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(34.22, 2.65, -42.69),(0.19, 0.00, 0.98), (-29.94, 0.90, -40.59), (0.22, -0.02, 0.98), (-4.27, 1.60, -41.43), (0.21, -0.01, 0.98)
(33.96, 2.71, -42.57),(0.15, 0.02, 0.99), (-30.26, 1.13, -40.68), (0.19, 0.01, 0.98), (33.95, 2.71, -42.57), (0.15, 0.02, 0.99)
(33.74, 2.63, -42.16),(0.10, 0.02, 0.99), (-30.51, 1.19, -40.58), (0.12, -0.02, 0.99), (33.72, 2.63, -42.16), (0.10, 0.02, 0.99)
(33.54, 2.70, -42.30),(0.07, 0.02, 1.00), (-30.71, 1.39, -41.10), (0.11, -0.02, 0.99), (33.30, 2.70, -42.30), (0.07, 0.02, 1.00)
(33.35, 2.65, -42.23),(0.04, 0.01, 1.00), (-30.92, 1.19, -40.55), (0.08, -0.01, 1.00), (32.28, 2.63, -42.20), (0.04, 0.01, 1.00)
(33.18, 2.66, -42.43),(0.01, 0.01, 1.00), (-31.11, 1.08, -40.42), (0.06, -0.03, 1.00), (27.45, 2.52, -42.25), (0.02, 0.00, 1.00)
(33.05, 2.60, -42.41),(-0.01, 0.00, 1.00), (-31.23, 1.21, -40.89), (0.04, -0.04, 1.00), (5.33, 2.00, -41.75), (0.01, -0.02, 1.00)
(32.93, 2.61, -42.44),(-0.03, 0.00, 1.00), (-31.37, 1.28, -41.11), (0.03, -0.05, 1.00), (30.97, 2.57, -42.40), (-0.03, -0.01, 1.00)
(32.81, 2.63, -42.44),(-0.03, -0.01, 1.00), (-31.46, 1.16, -40.77), (0.02, -0.05, 1.00), (32.78, 2.63, -42.44), (-0.03, -0.01, 1.00)
(32.76, 2.63, -42.42),(-0.05, -0.01, 1.00), (-31.52, 0.97, -40.24), (0.01, -0.03, 1.00), (32.76, 2.63, -42.42), (-0.05, -0.01, 1.00)
(32.68, 2.68, -42.61),(-0.05, -0.02, 1.00), (-31.62, 1.08, -40.63), (0.00, -0.04, 1.00), (32.10, 2.66, -42.59), (-0.05, -0.02, 1.00)
(32.60, 2.63, -42.45),(-0.07, -0.01, 1.00), (-31.71, 1.12, -40.73), (-0.01, -0.03, 1.00), (29.40, 2.56, -42.37), (-0.07, -0.01, 1.00)
(32.59, 2.63, -42.51),(-0.08, -0.01, 1.00), (-31.73, 1.05, -40.54), (-0.02, -0.04, 1.00), (16.62, 2.24, -42.02), (-0.07, -0.02, 1.00)
(32.55, 2.52, -42.15),(-0.09, -0.02, 1.00), (-31.75, 1.00, -40.34), (-0.03, -0.04, 1.00), (-7.74, 1.56, -41.02), (-0.05, -0.03, 1.00)
(32.48, 2.61, -42.51),(-0.10, -0.01, 0.99), (-31.82, 0.84, -39.98), (-0.05, -0.03, 1.00), (13.88, 2.10, -41.78), (-0.09, -0.02, 1.00)
(33.15, 2.66, -42.94),(-0.01, -0.04, 1.00), (-31.04, 1.08, -40.69), (0.02, -0.06, 1.00), (4.78, 1.96, -41.95), (0.00, -0.05, 1.00)
(33.84, 2.50, -42.88),(0.08, -0.03, 1.00), (-30.24, 0.48, -39.29), (0.13, -0.06, 0.99), (33.84, 2.50, -42.88), (0.08, -0.03, 1.00)
(33.78, 2.36, -42.58),(0.07, -0.04, 1.00), (-30.36, 0.50, -39.48), (0.11, -0.06, 0.99), (33.78, 2.36, -42.58), (0.07, -0.04, 1.00)
(33.68, 2.32, -42.44),(0.05, -0.04, 1.00), (-30.47, 0.79, -40.35), (0.09, -0.07, 0.99), (33.67, 2.32, -42.44), (0.05, -0.04, 1.00)
(33.57, 2.38, -42.49),(0.03, -0.04, 1.00), (-30.61, 1.08, -40.96), (0.08, -0.09, 0.99), (33.44, 2.38, -42.49), (0.03, -0.04, 1.00)
(33.42, 2.39, -42.49),(0.00, -0.05, 1.00), (-30.77, 0.87, -40.36), (0.08, -0.08, 0.99), (31.84, 2.35, -42.43), (0.00, -0.05, 1.00)
(33.31, 2.33, -42.33),(0.00, -0.04, 1.00), (-30.88, 0.89, -40.39), (0.06, -0.08, 1.00), (28.55, 2.23, -42.19), (0.01, -0.04, 1.00)
(33.25, 2.53, -42.82),(0.00, -0.04, 1.00), (-30.98, 0.95, -40.56), (0.05, -0.08, 1.00), (-13.60, 1.38, -41.18), (0.04, -0.07, 1.00)
(33.17, 2.38, -42.28),(-0.01, -0.04, 1.00), (-31.07, 1.21, -41.16), (0.05, -0.08, 1.00), (32.07, 2.36, -42.26), (-0.01, -0.04, 1.00)
(33.17, 2.69, -43.01),(-0.02, -0.04, 1.00), (-31.19, 1.14, -40.83), (0.03, -0.06, 1.00), (23.67, 2.46, -42.69), (-0.01, -0.04, 1.00)
(33.31, 3.33, -44.13),(0.00, 0.00, 0.00), (-30.89, 9.08, -65.53), (-0.02, -0.20, 0.98), (-30.89, 9.08, -65.53), (-0.02, -0.20, 0.98)
(33.36, 4.22, -46.70),(0.00, 0.00, 0.00), (-31.17, 0.17, -40.69), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(33.30, 3.40, -43.45),(0.00, 0.00, 0.00), (-31.29, 1.14, -40.58), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(33.19, 3.07, -43.05),(0.00, 0.00, 0.00), (-31.33, 1.62, -41.19), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(33.16, 2.93, -42.94),(-0.03, 0.00, 1.00), (-31.29, 1.41, -40.85), (0.02, -0.03, 1.00), (33.16, 2.93, -42.94), (-0.03, 0.00, 1.00)
(33.12, 2.76, -42.62),(-0.03, 0.00, 1.00), (-31.28, 1.19, -40.36), (0.02, -0.02, 1.00), (21.20, 2.47, -42.20), (-0.02, 0.00, 1.00)
(33.09, 2.75, -42.71),(-0.03, -0.01, 1.00), (-31.31, 1.05, -40.07), (0.01, -0.03, 1.00), (21.95, 2.45, -42.25), (-0.02, -0.01, 1.00)
(33.03, 2.64, -42.42),(-0.04, -0.01, 1.00), (-31.37, 1.19, -40.53), (0.02, -0.03, 1.00), (-25.12, 1.33, -40.71), (0.01, -0.03, 1.00)
(32.97, 2.67, -42.56),(-0.05, -0.01, 1.00), (-31.43, 1.17, -40.52), (0.01, -0.03, 1.00), (-29.63, 1.21, -40.58), (0.01, -0.03, 1.00)
(32.91, 2.73, -42.78),(-0.05, -0.01, 1.00), (-31.48, 1.16, -40.53), (0.01, -0.03, 1.00), (-31.15, 1.17, -40.54), (0.01, -0.03, 1.00)
(32.85, 2.71, -42.76),(-0.06, -0.02, 1.00), (-31.51, 1.01, -40.11), (0.01, -0.03, 1.00), (-7.62, 1.64, -41.09), (-0.02, -0.03, 1.00)
(32.82, 2.62, -42.55),(-0.06, -0.02, 1.00), (-31.55, 1.13, -40.50), (0.01, -0.04, 1.00), (31.96, 2.60, -42.53), (-0.06, -0.02, 1.00)
(32.78, 2.48, -42.28),(-0.07, -0.01, 1.00), (-31.57, 1.19, -40.80), (0.00, -0.04, 1.00), (27.68, 2.38, -42.16), (-0.06, -0.02, 1.00)
(32.76, 2.46, -42.39),(-0.07, -0.01, 1.00), (-31.58, 1.08, -40.62), (-0.01, -0.05, 1.00), (15.02, 2.08, -41.90), (-0.05, -0.02, 1.00)
(32.75, 2.51, -42.72),(-0.07, -0.01, 1.00), (-31.61, 0.99, -40.58), (-0.01, -0.03, 1.00), (-29.63, 1.04, -40.65), (-0.01, -0.03, 1.00)
(33.06, 2.56, -42.83),(-0.02, -0.01, 1.00), (-31.18, 0.99, -40.21), (0.02, -0.02, 1.00), (-0.15, 1.75, -41.48), (0.00, -0.01, 1.00)
(33.04, 2.42, -42.55),(-0.02, -0.01, 1.00), (-31.22, 1.13, -40.71), (0.03, -0.02, 1.00), (29.97, 2.36, -42.47), (-0.02, -0.01, 1.00)
(33.03, 2.35, -42.50),(-0.03, 0.00, 1.00), (-31.26, 1.00, -40.47), (0.03, -0.03, 1.00), (9.70, 1.86, -41.76), (-0.01, -0.01, 1.00)
(33.02, 2.28, -42.42),(-0.03, 0.01, 1.00), (-31.29, 1.02, -40.61), (0.02, -0.03, 1.00), (-7.39, 1.49, -41.28), (0.00, -0.01, 1.00)
(32.99, 2.37, -42.75),(-0.04, 0.00, 1.00), (-31.31, 1.22, -41.12), (0.02, -0.04, 1.00), (7.66, 1.92, -42.11), (-0.02, -0.01, 1.00)
(32.94, 2.30, -42.63),(-0.03, 0.01, 1.00), (-31.37, 0.93, -40.41), (0.02, -0.02, 1.00), (12.87, 1.88, -41.94), (-0.02, 0.00, 1.00)
(32.91, 2.23, -42.43),(-0.04, 0.00, 1.00), (-31.43, 0.94, -40.48), (0.01, -0.02, 1.00), (27.15, 2.12, -42.25), (-0.03, 0.00, 1.00)
(32.88, 2.24, -42.40),(-0.05, 0.01, 1.00), (-31.45, 0.91, -40.35), (0.01, -0.03, 1.00), (3.19, 1.63, -41.46), (-0.02, -0.01, 1.00)
(32.84, 2.37, -42.60),(-0.04, 0.00, 1.00), (-31.47, 0.89, -40.17), (0.01, -0.03, 1.00), (18.86, 2.05, -42.07), (-0.03, -0.01, 1.00)
(33.48, 2.31, -42.31),(0.04, 0.01, 1.00), (-30.72, 1.19, -40.61), (0.08, -0.01, 1.00), (28.33, 2.22, -42.18), (0.04, 0.01, 1.00)
(33.75, 2.29, -42.08),(0.09, 0.01, 1.00), (-30.39, 1.32, -40.95), (0.10, -0.03, 1.00), (28.45, 2.21, -41.98), (0.09, 0.01, 1.00)
(33.76, 2.43, -42.30),(0.08, 0.01, 1.00), (-30.43, 1.29, -40.63), (0.10, -0.02, 0.99), (9.60, 2.00, -41.67), (0.09, 0.00, 1.00)
(33.76, 2.45, -42.15),(0.09, 0.01, 1.00), (-30.43, 1.56, -41.14), (0.11, -0.02, 0.99), (32.00, 2.42, -42.12), (0.09, 0.01, 1.00)
(33.78, 2.52, -42.31),(0.08, 0.01, 1.00), (-30.42, 1.49, -40.95), (0.11, -0.02, 0.99), (29.91, 2.46, -42.22), (0.08, 0.01, 1.00)
(33.77, 2.46, -42.22),(0.08, 0.01, 1.00), (-30.42, 1.49, -40.95), (0.11, -0.03, 0.99), (-5.30, 1.87, -41.44), (0.10, -0.01, 1.00)
(33.77, 2.42, -42.27),(0.08, 0.01, 1.00), (-30.47, 1.15, -40.19), (0.11, -0.02, 0.99), (33.74, 2.42, -42.27), (0.08, 0.01, 1.00)
(33.80, 2.38, -42.18),(0.06, 0.00, 1.00), (-30.41, 1.13, -40.17), (0.09, -0.03, 1.00), (33.77, 2.38, -42.18), (0.06, 0.00, 1.00)
(33.79, 2.46, -42.44),(0.04, 0.01, 1.00), (-30.44, 1.13, -40.11), (0.08, -0.03, 1.00), (28.51, 2.35, -42.25), (0.05, 0.01, 1.00)
(33.72, 2.49, -42.52),(0.02, 0.00, 1.00), (-30.51, 1.07, -39.90), (0.08, -0.02, 1.00), (11.27, 2.00, -41.60), (0.04, -0.01, 1.00)
(33.73, 2.76, -42.73),(0.04, 0.02, 1.00), (-30.42, 1.29, -40.13), (0.07, 0.01, 1.00), (-9.36, 1.77, -40.99), (0.06, 0.01, 1.00)
(33.46, 2.86, -42.91),(0.01, 0.02, 1.00), (-30.71, 1.28, -40.11), (0.06, 0.01, 1.00), (-30.04, 1.30, -40.14), (0.06, 0.01, 1.00)
(33.18, 2.71, -42.55),(-0.02, 0.03, 1.00), (-31.02, 1.31, -40.25), (0.02, 0.00, 1.00), (-30.10, 1.33, -40.29), (0.02, 0.00, 1.00)
(32.93, 2.68, -42.41),(-0.03, 0.02, 1.00), (-31.29, 1.29, -40.22), (0.01, 0.00, 1.00), (-30.94, 1.30, -40.23), (0.01, 0.00, 1.00)
(32.72, 2.69, -42.39),(-0.05, 0.03, 1.00), (-31.52, 1.29, -40.28), (0.01, 0.00, 1.00), (28.95, 2.61, -42.27), (-0.05, 0.02, 1.00)
(32.58, 2.71, -42.41),(-0.08, 0.03, 1.00), (-31.66, 1.13, -39.79), (-0.01, 0.00, 1.00), (29.97, 2.64, -42.30), (-0.07, 0.02, 1.00)
(32.49, 2.59, -42.09),(-0.08, 0.02, 1.00), (-31.74, 1.13, -39.85), (-0.02, 0.00, 1.00), (31.15, 2.56, -42.04), (-0.08, 0.02, 1.00)
