x,y
686.9293,384.5115
1282.957,599.6306
2427.792,1023.958
-25449.33,-14838.1
1161.241,254.1629
1125.998,286.7997
2361.991,770.3195
7739.21,-2629.44
-1305.104,119.9851
-1809.622,1144.034
5616.184,2066.269
1610.919,637.5892
2341.087,467.3011
985.0316,618.3226
1037.9,675.1108
1360.531,517.3211
773.5027,615.4533
789.3612,631.7731
528.8416,611.0875
396.4109,729.7651
5223.142,156.1192
-1137.829,852.1119
898.5524,631.6078
873.3115,573.8022
638.509,680.5917
1000.219,576.7079
