FixationStartTime,FixationDuration
2.90999,0.1109354
5.196871,0.1590319
6.466372,0.1169062
9.261096,0.109499
15.56966,0.1082401
19.54856,0.1518459
26.19413,0.1453724
42.98713,0.1057472
46.5285,0.2577324
53.7981,0.1081467
55.23793,0.1059914
78.27084,0.1069946
81.6335,0.1081543
82.50155,0.2142334
84.59132,0.18367
90.17364,0.1052933
108.1232,0.1389008
108.3018,0.1797714
112.1839,0.1043854
151.0923,0.1327362
181.2731,0.1032562
