FixationStartTime,FixationDuration
2.035255,0.1017976
2.868451,0.1019497
23.45415,0.1334343
27.8931,0.1308708
28.48543,0.1340065
28.81829,0.1001968
40.89252,0.1009293
44.42243,0.1996727
45.24746,0.1310272
127.6494,0.1299438
