AverageLeftPupilDiameter,RightPupilDiameter
0,0
2.437285,3.795334
2.710968,2.879135
2.806438,3.256485
2.756396,2.618683
2.622375,3.310394
3.04258,3.825714
3.365541,3.854263
3.430513,4.162628
3.301061,3.560471
2.970639,-1
3.390683,3.516479
3.464853,3.490097
3.127965,2.762405
