x,y
-678.9061,-740.386
556.2176,35.75783
620.6383,1103.984
988.9089,630.8653
2102.764,1285.774
1320.556,782.2617
-4068.609,3694.423
-383.9441,1449.88
425.3042,1185.528
584.4208,2849.387
