FixationStartTime,FixationDuration
1.145905,0.1104355
7.004292,0.1106982
11.3022,0.1140928
18.73506,0.1081295
25.78215,0.1101646
28.4067,0.1116066
37.19757,0.1091805
40.69191,0.1117096
52.55321,0.1108704
56.01824,0.1081581
61.8145,0.1825676
67.98109,0.1089478
68.86336,0.1083984
69.34228,0.1455002
71.17088,0.2592392
